humidity,temperature,spo2,bp,dosha
56.21,37.15,91.41,154.25,Pitta
49.35,36.98,97.77,98.67,Kapha
64.1,36.13,93.35,124.72,Pitta
64.89,36.06,92.15,138.69,Pitta
51.44,36.53,91.1,103.81,Pitta
49.07,37.37,92.44,125.01,Pitta
66.27,38.04,99.19,106.29,Kapha
39.2,37.54,90.28,156.01,Pitta
57.9,37.03,92.03,108.16,Pitta
39.71,38.11,91.16,128.31,Pitta
37.87,36.51,92.62,147.69,Pitta
66.47,36.47,94.76,136.02,Kapha
54.91,37.35,91.64,95.2,Pitta
32.65,36.75,93.97,92.91,Pitta
38.94,38.35,97.31,119.49,Kapha
31.33,36.03,91.07,91.29,Pitta
35.54,36.46,99.8,149.89,Vata
69.46,36.53,95.03,153.29,Kapha
52.91,36.75,90.45,135.28,Pitta
65.01,37.58,96.04,114.58,Kapha
56.93,37.81,98.12,153.96,Pitta
65.75,36.64,94.66,109.12,Kapha
31.82,38.19,95.84,152.66,Pitta
35.44,37.73,91.25,111.59,Pitta
39.37,36.81,95.96,110.48,Kapha
46.03,36.69,96.85,119.61,Kapha
64.56,37.69,92.16,142.16,Pitta
40.14,36.51,90.44,145.05,Pitta
48.15,36.86,96.62,94.85,Kapha
52.01,37.48,95.93,146.56,Kapha
34.92,36.18,95.59,120.38,Vata
56.02,36.06,93.76,133.25,Pitta
40.93,38.04,93.12,145.5,Pitta
33.33,36.64,96.24,155.77,Kapha
65.46,38.05,95.93,159.23,Pitta
58.79,38.3,98.08,90.17,Kapha
56.93,38.07,94.82,136.08,Pitta
62.33,38.17,97.05,133.1,Pitta
40.1,37.97,92.19,101.12,Pitta
42.92,36.47,95.97,105.13,Kapha
41.52,37.03,99.84,145.6,Kapha
45.71,37.85,99.38,143.78,Pitta
33.13,36.45,97.82,122.82,Vata
31.09,38.06,91.38,103.56,Pitta
40.42,37.4,96.71,105.17,Kapha
35.13,36.18,99.22,92.77,Vata
36.52,36.5,90.57,157.26,Pitta
33.3,37.99,98.92,155.46,Pitta
64.99,36.51,92.83,100.61,Pitta
53.91,36.41,91.43,130.55,Pitta
48.09,37.64,92.75,130.35,Pitta
33.86,38.02,97.42,104.21,Kapha
33.69,36.28,95.32,146.24,Vata
34.88,37.83,97.55,148.35,Pitta
36.46,37.14,90.83,150.58,Pitta
66.35,37.33,91.67,103.96,Pitta
30.9,36.59,91.23,116.05,Pitta
49.3,36.85,90.61,151.53,Pitta
42.71,36.83,95.81,116.63,Kapha
43.59,36.26,96.94,126.64,Kapha
38.44,36.61,98.59,112.51,Kapha
32.4,36.71,97.34,158.45,Kapha
41.56,36.1,98.59,145.41,Kapha
35.85,38.12,98.43,158.08,Pitta
57.69,36.1,93.65,111.06,Pitta
67.3,37.04,98.37,137.17,Kapha
45.78,37.52,90.8,91.71,Pitta
39.6,37.23,92.38,158.47,Pitta
45.31,38.17,98.08,93.82,Kapha
40.87,37.3,99.42,101.24,Kapha
41.77,37.44,99.28,147.44,Kapha
68.12,36.48,98.39,98.99,Kapha
54.57,37.5,98.04,138.9,Kapha
60.06,38.3,98.42,159.92,Pitta
44.58,38.14,93.62,120.77,Pitta
61.44,36.15,90.15,132.34,Pitta
69.58,37.4,90.28,120.11,Pitta
61.37,36.1,94.76,158.98,Kapha
34.15,37.03,99.42,96.79,Kapha
57.22,38.19,92.69,158.32,Pitta
43.73,38.43,97.49,119.99,Kapha
52.56,37.32,97.86,153.69,Kapha
54.62,37.84,93.6,97.52,Pitta
43.44,36.13,96.51,103.86,Kapha
41.99,38.37,98.11,133.17,Pitta
60.93,36.94,93.23,103.45,Pitta
62.66,36.08,99.8,119.56,Kapha
35.44,36.95,97.41,153.68,Kapha
32.25,37.29,92.21,121.42,Pitta
44.72,36.58,99.48,95.5,Kapha
61.31,38.27,95.9,139.75,Pitta
65.8,38.37,93.57,130.34,Pitta
58.35,37.23,98.07,93.06,Kapha
44.98,37.68,98.24,121.3,Kapha
34.13,37.63,92.85,150.28,Pitta
67.67,37.59,98.45,136.94,Pitta
67.05,38.05,96.93,124.47,Kapha
34.43,36.87,95.36,159.65,Kapha
44.81,38.09,92.54,132.4,Pitta
47.41,36.63,93.89,91.78,Pitta
64.62,38.28,90.18,143.49,Pitta
62.53,36.5,91.11,136.73,Pitta
44.36,37.15,97.64,114.19,Kapha
31.13,36.49,90.71,156.59,Pitta
46.97,38.36,99.91,156.86,Pitta
45.44,37.05,99.82,95.09,Kapha
35.62,37.25,96.16,146.67,Kapha
32.59,37.2,94.55,155.02,Kapha
50.09,36.8,93.44,122.9,Pitta
34.31,37.69,98.21,101.78,Kapha
49.42,36.16,93.8,125.49,Pitta
48.78,37.21,91.99,119.45,Pitta
50.4,37.69,90.37,156.7,Pitta
58.86,38.02,95.84,100.15,Kapha
34.2,36.48,96.62,101.0,Vata
58.7,37.01,96.89,140.91,Kapha
38.64,37.22,94.77,98.6,Kapha
39.85,38.47,98.08,134.23,Pitta
65.19,36.5,90.39,106.57,Pitta
42.1,37.81,97.92,126.26,Kapha
50.68,36.41,97.63,108.65,Kapha
59.96,36.23,98.0,105.15,Kapha
44.45,37.83,98.44,148.41,Pitta
47.62,37.61,90.04,152.72,Pitta
58.13,37.66,95.08,129.78,Kapha
57.96,37.74,95.96,158.14,Pitta
42.02,36.76,98.88,147.46,Kapha
61.67,37.42,99.27,142.64,Kapha
56.39,37.5,91.04,135.46,Pitta
39.26,37.94,92.94,105.53,Pitta
41.64,36.11,99.54,94.51,Kapha
68.96,38.02,98.14,98.31,Kapha
67.19,38.32,92.88,137.86,Pitta
42.89,37.12,94.39,91.72,Kapha
65.48,37.61,94.82,147.09,Pitta
43.84,37.89,96.56,115.16,Kapha
51.39,36.02,97.43,140.88,Kapha
43.63,37.78,96.36,136.85,Pitta
41.56,37.67,95.52,143.21,Pitta
34.76,37.64,96.45,158.76,Pitta
57.91,38.16,97.35,135.5,Pitta
41.06,37.95,90.28,145.9,Pitta
62.22,36.69,94.66,135.76,Kapha
30.78,37.95,99.98,112.61,Kapha
68.72,38.25,90.55,120.56,Pitta
31.02,38.2,90.38,106.93,Pitta
57.9,38.47,91.46,145.9,Pitta
53.19,36.18,93.5,157.54,Pitta
47.16,38.2,91.0,158.77,Pitta
32.19,36.21,94.24,122.71,Vata
65.73,37.35,97.3,90.57,Kapha
35.41,36.75,97.2,155.78,Kapha
31.37,37.22,97.58,144.83,Kapha
54.16,37.83,94.15,107.9,Kapha
40.77,36.73,98.6,123.94,Kapha
40.06,36.5,98.75,141.13,Kapha
53.41,37.09,93.25,109.16,Pitta
41.4,36.7,97.9,159.03,Kapha
34.87,36.48,99.22,104.11,Vata
44.82,37.63,93.79,113.6,Pitta
69.19,37.58,98.65,105.34,Kapha
33.22,36.82,91.25,157.41,Pitta
60.95,37.18,99.04,117.4,Kapha
51.8,36.44,98.91,124.72,Kapha
50.35,36.36,93.2,95.53,Pitta
54.78,38.41,99.61,143.06,Pitta
43.03,36.38,90.41,102.96,Pitta
69.33,36.24,99.88,144.54,Kapha
41.59,38.43,90.96,110.53,Pitta
49.44,37.21,97.94,94.76,Kapha
33.47,37.48,99.0,139.42,Kapha
40.7,37.59,92.33,146.21,Pitta
48.48,38.42,95.02,106.29,Kapha
51.82,37.35,97.11,91.54,Kapha
38.29,36.34,91.99,142.49,Pitta
53.23,36.21,94.66,130.22,Kapha
65.45,38.09,98.88,159.22,Pitta
49.63,38.32,92.0,143.77,Pitta
45.6,37.8,97.55,123.53,Kapha
65.08,37.28,92.28,96.59,Pitta
50.91,37.97,92.1,113.22,Pitta
51.99,38.4,94.83,140.98,Pitta
68.35,37.41,98.17,152.96,Kapha
52.99,37.19,92.35,125.31,Pitta
57.27,38.45,90.43,138.09,Pitta
41.71,37.59,97.35,136.25,Pitta
48.25,37.2,91.0,156.55,Pitta
56.4,37.68,95.5,109.31,Kapha
55.08,37.31,90.06,142.21,Pitta
51.19,36.04,95.97,120.41,Kapha
67.09,37.85,91.03,100.25,Pitta
56.91,36.06,99.96,141.78,Kapha
30.58,38.05,96.99,137.9,Pitta
36.64,36.96,96.44,146.8,Kapha
50.61,36.85,94.32,117.51,Kapha
53.78,36.1,95.36,103.69,Kapha
69.52,36.03,95.5,158.48,Kapha
35.92,37.92,96.47,137.97,Pitta
67.87,37.66,90.45,96.93,Pitta
60.52,37.45,95.24,115.08,Kapha
41.91,37.93,92.42,106.44,Pitta
49.68,36.53,96.63,107.37,Kapha
31.09,36.22,93.47,154.45,Pitta
59.71,36.17,92.26,98.62,Pitta
60.93,37.93,91.82,119.61,Pitta
53.32,36.33,95.62,126.84,Kapha
33.38,37.46,95.04,158.49,Kapha
62.51,37.77,97.82,115.14,Kapha
64.98,36.49,97.41,96.45,Kapha
59.35,37.24,97.48,135.24,Kapha
39.84,36.23,98.15,108.81,Vata
50.86,37.52,92.9,94.04,Pitta
49.87,36.08,97.56,135.65,Kapha
69.27,38.01,99.19,101.75,Kapha
33.21,36.28,94.41,141.77,Vata
33.3,37.67,97.08,108.81,Kapha
52.61,38.12,97.41,158.28,Pitta
39.67,36.78,95.46,97.55,Kapha
69.26,36.58,92.63,147.84,Pitta
35.2,36.56,92.75,134.31,Pitta
67.53,36.91,92.72,153.04,Pitta
35.64,37.2,96.34,158.65,Kapha
49.87,36.48,95.43,124.97,Kapha
45.54,38.16,98.12,96.43,Kapha
64.8,37.37,94.21,145.48,Kapha
33.22,36.26,91.87,110.22,Pitta
48.3,38.07,95.37,90.04,Kapha
40.17,36.78,92.17,124.7,Pitta
34.35,37.69,97.14,132.73,Pitta
62.55,37.31,96.12,98.79,Kapha
40.48,38.27,93.57,143.7,Pitta
66.92,37.81,97.67,156.83,Pitta
31.95,37.66,90.37,101.21,Pitta
46.38,38.3,92.81,140.09,Pitta
61.63,37.76,98.45,107.92,Kapha
40.23,38.22,95.71,99.73,Kapha
60.0,38.03,96.49,100.82,Kapha
36.69,37.02,91.11,130.72,Pitta
55.95,37.21,93.56,105.14,Pitta
67.75,37.91,99.94,110.45,Kapha
46.82,36.01,91.74,130.22,Pitta
56.46,37.63,97.15,139.74,Pitta
30.04,37.25,96.68,112.82,Kapha
48.9,36.43,95.16,124.2,Kapha
31.78,38.5,90.69,106.77,Pitta
68.1,36.89,95.47,92.54,Kapha
34.28,36.03,93.58,153.24,Pitta
59.43,36.31,92.35,101.4,Pitta
64.94,36.75,95.76,152.42,Kapha
34.36,36.65,99.82,130.68,Kapha
51.02,38.49,99.75,134.39,Pitta
53.27,36.11,97.8,154.99,Kapha
56.83,36.06,97.4,106.6,Kapha
52.57,37.19,99.89,134.86,Kapha
31.91,37.9,96.24,121.58,Kapha
45.38,36.36,92.75,132.2,Pitta
66.06,37.9,93.99,158.52,Pitta
45.51,37.81,99.56,135.3,Pitta
55.52,37.71,94.05,106.8,Kapha
54.25,37.25,96.81,93.12,Kapha
60.24,36.38,98.26,139.24,Kapha
60.35,36.42,97.08,155.33,Kapha
47.02,36.44,97.73,149.89,Kapha
40.21,37.03,90.57,102.44,Pitta
68.32,37.07,97.3,139.69,Kapha
45.16,36.02,90.12,146.56,Pitta
65.2,37.82,99.49,147.21,Pitta
63.41,37.02,99.74,91.77,Kapha
57.24,36.23,90.65,133.27,Pitta
35.89,38.12,95.75,129.4,Kapha
68.31,38.22,95.07,133.72,Pitta
44.8,36.58,99.29,128.41,Kapha
38.55,37.67,95.45,148.64,Pitta
47.82,38.43,91.42,140.39,Pitta
33.56,38.17,93.01,142.72,Pitta
53.76,37.45,92.13,143.15,Pitta
45.87,36.92,92.14,92.29,Pitta
50.22,37.72,98.67,137.23,Pitta
52.97,38.3,98.77,154.33,Pitta
41.36,36.61,90.31,136.32,Pitta
50.27,36.35,97.18,147.45,Kapha
52.93,36.03,92.17,152.8,Pitta
38.21,37.92,91.47,115.63,Pitta
60.96,37.12,95.85,140.29,Kapha
42.95,38.47,96.37,118.55,Kapha
44.11,36.5,91.71,122.13,Pitta
36.79,36.03,90.82,150.69,Pitta
58.72,36.71,92.28,119.9,Pitta
41.07,37.43,99.44,158.85,Kapha
34.81,36.94,98.71,123.61,Kapha
43.94,36.58,98.72,140.69,Kapha
46.63,37.23,90.21,105.58,Pitta
35.01,36.59,96.78,135.52,Kapha
68.92,37.25,98.01,142.11,Kapha
45.79,38.0,91.43,112.26,Pitta
35.57,37.32,99.75,121.72,Kapha
49.3,38.16,96.66,136.79,Pitta
39.15,37.79,99.5,158.49,Pitta
33.53,36.77,92.71,133.36,Pitta
30.71,37.85,95.82,91.34,Kapha
66.03,38.49,92.04,125.6,Pitta
52.4,37.25,93.49,141.11,Pitta
60.75,38.27,96.39,134.51,Pitta
47.19,38.2,99.4,107.16,Kapha
45.96,36.79,90.49,155.27,Pitta
53.29,38.21,97.75,91.91,Kapha
42.47,37.28,97.7,94.18,Kapha
45.81,36.36,97.13,131.7,Kapha
36.19,36.95,90.42,104.28,Pitta
41.6,37.42,97.47,129.27,Kapha
45.09,36.89,99.15,143.59,Kapha
40.65,36.46,91.86,123.39,Pitta
49.87,36.9,98.27,152.7,Kapha
58.82,37.7,98.45,122.22,Kapha
37.97,37.82,90.77,102.02,Pitta
32.06,36.11,99.53,98.03,Vata
45.41,37.52,97.67,113.48,Kapha
58.77,38.22,90.87,157.25,Pitta
31.06,36.19,92.67,133.08,Pitta
36.12,36.2,95.53,106.73,Vata
31.63,36.14,95.1,91.67,Vata
59.42,36.2,98.94,111.29,Kapha
40.2,38.06,96.77,136.65,Pitta
53.89,36.31,94.26,96.87,Kapha
62.83,36.16,95.26,146.9,Kapha
38.14,37.76,90.89,132.34,Pitta
60.19,37.85,90.18,102.64,Pitta
57.56,38.49,90.28,140.89,Pitta
40.78,37.77,90.34,111.95,Pitta
44.43,37.28,93.59,147.59,Pitta
49.26,37.92,90.72,156.12,Pitta
63.66,37.08,93.45,103.2,Pitta
59.45,36.15,99.2,133.66,Kapha
39.72,37.68,99.69,152.24,Pitta
31.27,36.0,96.03,103.95,Vata
48.45,36.13,96.99,95.78,Kapha
56.59,36.84,92.69,94.64,Pitta
34.54,38.39,93.31,152.41,Pitta
38.17,36.28,94.01,116.01,Vata
36.26,36.96,92.0,153.81,Pitta
47.86,36.22,97.85,139.59,Kapha
49.79,36.05,97.36,112.48,Kapha
52.18,37.97,91.27,114.96,Pitta
51.99,36.3,97.8,132.12,Kapha
59.71,37.71,98.0,137.26,Pitta
56.99,37.27,93.12,91.54,Pitta
54.53,37.21,96.74,98.34,Kapha
42.53,38.38,91.85,159.35,Pitta
58.64,36.1,96.35,120.21,Kapha
37.64,37.71,96.4,136.88,Pitta
62.59,38.26,96.35,148.36,Pitta
60.91,37.36,90.3,99.35,Pitta
69.83,37.6,94.06,121.48,Kapha
43.54,38.44,95.73,150.97,Pitta
54.19,37.35,97.18,112.75,Kapha
55.81,36.87,92.04,154.27,Pitta
59.85,37.29,94.57,155.22,Kapha
41.01,37.45,98.09,105.0,Kapha
30.96,36.23,94.95,120.01,Vata
34.7,36.7,97.98,157.58,Kapha
43.97,37.1,93.0,104.37,Pitta
63.7,36.12,91.18,105.53,Pitta
42.71,37.26,90.25,94.95,Pitta
53.8,37.54,94.59,115.12,Kapha
69.06,37.97,96.29,137.69,Pitta
44.51,36.05,95.96,159.55,Kapha
52.52,36.81,94.54,116.76,Kapha
33.87,36.15,94.39,111.66,Vata
51.51,36.85,90.81,106.74,Pitta
30.92,37.55,99.52,151.86,Pitta
37.6,38.14,95.12,111.26,Kapha
31.52,38.23,97.2,116.06,Kapha
50.28,37.97,97.46,156.22,Pitta
49.53,36.73,96.57,100.14,Kapha
68.3,36.69,99.37,111.54,Kapha
69.52,36.8,97.39,122.05,Kapha
56.21,36.71,97.22,158.86,Kapha
38.91,37.46,97.74,146.61,Kapha
39.9,36.54,97.69,149.99,Kapha
30.18,37.61,92.41,130.16,Pitta
42.72,36.62,94.38,134.13,Kapha
54.95,36.94,94.73,96.7,Kapha
30.56,37.32,93.08,118.79,Pitta
30.78,36.19,93.14,129.13,Pitta
52.14,36.55,97.3,93.79,Kapha
68.72,36.78,90.62,134.09,Pitta
35.95,37.1,93.2,139.95,Pitta
65.82,37.29,99.04,120.78,Kapha
65.45,36.36,95.04,141.38,Kapha
58.58,36.81,96.59,94.11,Kapha
54.77,37.49,96.88,135.89,Kapha
41.86,37.5,94.89,103.7,Kapha
31.34,36.76,98.55,133.58,Kapha
65.33,36.31,98.63,156.74,Kapha
53.13,37.89,91.76,112.79,Pitta
35.47,37.1,96.64,108.11,Kapha
31.24,36.6,99.39,144.68,Kapha
57.61,37.44,98.64,117.1,Kapha
55.65,38.3,91.76,98.93,Pitta
30.99,37.84,91.63,129.22,Pitta
52.43,38.2,94.17,119.04,Kapha
32.7,38.25,98.93,129.2,Kapha
30.63,37.16,99.67,114.73,Kapha
38.37,37.11,95.11,108.83,Kapha
60.13,37.16,97.2,93.69,Kapha
35.09,36.94,92.14,114.65,Pitta
36.59,38.18,92.37,95.55,Pitta
64.36,36.9,94.58,118.31,Kapha
66.57,37.98,96.31,123.34,Kapha
46.09,36.08,96.47,155.46,Kapha
32.83,38.13,94.97,118.87,Kapha
56.18,37.88,91.37,141.4,Pitta
49.04,37.75,94.18,155.63,Pitta
57.15,36.92,96.71,118.82,Kapha
38.82,36.58,94.56,145.89,Kapha
62.24,36.73,90.96,91.42,Pitta
35.39,38.14,94.9,114.93,Kapha
52.82,38.2,91.86,132.36,Pitta
58.04,38.28,98.85,106.13,Kapha
59.25,38.04,94.04,130.48,Pitta
33.27,36.06,92.79,104.67,Pitta
65.82,37.91,93.31,104.55,Pitta
33.04,38.0,94.63,125.86,Kapha
47.38,36.0,99.54,152.62,Kapha
54.81,36.47,91.27,128.86,Pitta
59.26,36.63,95.85,126.6,Kapha
43.64,37.24,97.47,147.81,Kapha
43.02,36.54,94.86,116.91,Kapha
36.07,37.75,93.23,93.94,Pitta
40.94,38.49,91.48,129.5,Pitta
69.13,36.74,99.48,141.64,Kapha
54.16,37.98,97.39,152.65,Pitta
54.32,36.45,93.24,140.76,Pitta
36.09,37.2,93.02,136.94,Pitta
43.4,37.8,90.85,93.52,Pitta
31.24,37.84,92.3,151.85,Pitta
39.1,38.44,98.9,98.19,Kapha
55.75,38.32,98.26,95.31,Kapha
40.06,37.38,92.49,157.32,Pitta
69.52,36.69,91.64,148.99,Pitta
46.57,36.71,92.91,100.01,Pitta
51.57,38.49,92.57,95.15,Pitta
60.56,38.49,96.34,147.66,Pitta
59.81,36.81,96.02,154.66,Kapha
40.01,38.22,92.78,96.27,Pitta
60.76,37.99,99.64,140.01,Pitta
50.46,36.14,99.26,91.86,Kapha
41.16,36.39,91.14,127.69,Pitta
66.2,38.31,97.12,145.4,Pitta
62.92,36.15,99.66,133.35,Kapha
55.59,36.71,91.21,106.7,Pitta
53.57,36.7,97.89,101.12,Kapha
41.8,38.24,92.29,146.35,Pitta
42.0,38.05,95.38,98.88,Kapha
49.62,36.87,96.27,113.53,Kapha
45.12,36.28,95.22,111.38,Kapha
41.11,36.37,96.89,123.51,Kapha
47.37,37.38,90.66,139.88,Pitta
31.68,36.46,93.23,108.02,Pitta
53.92,37.25,97.26,145.01,Kapha
34.21,37.28,92.95,119.16,Pitta
45.43,36.22,92.49,95.83,Pitta
30.96,37.56,94.0,101.34,Kapha
39.91,36.3,92.95,148.91,Pitta
60.89,36.63,95.57,97.42,Kapha
52.85,37.78,94.8,114.01,Kapha
34.89,36.77,97.88,136.56,Kapha
54.15,36.05,93.88,142.56,Pitta
55.64,36.34,93.37,147.48,Pitta
69.56,37.18,90.86,124.95,Pitta
55.11,36.47,91.08,136.85,Pitta
54.79,37.72,94.22,117.81,Kapha
37.76,36.87,92.74,111.49,Pitta
58.7,37.93,95.79,99.62,Kapha
62.51,37.52,95.16,146.78,Pitta
52.11,36.42,97.92,128.22,Kapha
63.93,36.34,94.07,129.2,Kapha
34.38,38.21,95.48,100.95,Kapha
41.03,36.83,90.21,114.02,Pitta
65.81,38.14,92.45,149.52,Pitta
35.91,37.87,99.59,115.83,Kapha
58.58,36.56,96.75,116.43,Kapha
42.16,38.35,90.56,123.63,Pitta
64.47,36.56,95.63,140.06,Kapha
54.47,37.62,94.99,100.09,Kapha
59.43,38.38,96.4,93.99,Kapha
31.07,37.17,96.0,140.96,Kapha
52.03,36.26,92.21,127.68,Pitta
37.17,37.93,93.65,110.7,Pitta
35.85,37.64,90.12,111.28,Pitta
60.68,37.17,94.97,146.08,Kapha
34.51,36.52,96.55,110.98,Kapha
39.71,37.19,99.65,148.27,Kapha
35.97,37.92,92.48,100.68,Pitta
63.82,36.89,94.18,128.37,Kapha
49.86,37.29,90.14,149.22,Pitta
49.19,36.73,90.1,116.84,Pitta
48.64,37.99,90.54,93.52,Pitta
54.63,36.6,98.38,110.62,Kapha
60.2,37.12,91.03,95.97,Pitta
36.15,38.19,92.67,111.52,Pitta
38.02,36.32,99.25,124.37,Vata
66.79,36.27,92.24,135.96,Pitta
50.67,36.39,95.27,147.3,Kapha
61.62,37.13,99.35,98.62,Kapha
49.68,37.57,97.45,128.96,Kapha
31.12,37.32,90.54,117.83,Pitta
48.33,37.09,98.43,154.49,Kapha
65.6,38.48,99.83,127.31,Kapha
59.1,37.11,99.62,134.0,Kapha
39.86,38.0,95.99,101.65,Kapha
67.11,36.41,91.42,133.77,Pitta
36.27,37.71,94.5,139.59,Pitta
44.97,36.8,94.82,139.9,Kapha
51.2,36.66,99.33,130.86,Kapha
46.35,37.64,95.35,110.53,Kapha
40.41,38.07,95.07,102.41,Kapha
60.59,37.52,96.08,157.09,Pitta
66.66,36.2,98.51,90.08,Kapha
48.83,36.55,99.87,151.87,Kapha
45.02,37.92,98.66,135.16,Pitta
55.16,37.25,93.04,106.29,Pitta
41.44,37.53,95.64,103.2,Kapha
42.47,37.64,99.22,115.73,Kapha
68.82,38.17,96.45,96.27,Kapha
31.92,37.97,98.79,107.37,Kapha
44.92,36.72,96.53,118.44,Kapha
48.59,38.37,94.0,158.7,Pitta
37.77,37.89,90.02,104.8,Pitta
36.22,37.95,99.43,103.17,Kapha
49.79,37.55,98.01,110.21,Kapha
37.28,36.01,95.77,126.87,Vata
53.44,36.03,95.52,133.07,Kapha
62.6,37.77,94.5,135.16,Pitta
63.53,37.61,99.97,143.29,Pitta
50.21,36.47,93.3,121.94,Pitta
58.38,37.78,92.82,126.86,Pitta
43.81,36.25,99.02,101.92,Kapha
64.03,36.71,91.21,145.08,Pitta
43.94,38.49,98.62,143.49,Pitta
59.33,36.32,93.19,152.14,Pitta
59.38,36.26,93.63,95.68,Pitta
50.45,37.6,90.38,128.47,Pitta
32.67,37.4,92.02,111.88,Pitta
61.41,36.13,94.87,100.37,Kapha
66.68,36.69,95.2,134.92,Kapha
33.15,36.02,95.99,131.68,Vata
31.35,38.4,98.8,135.68,Pitta
63.13,38.17,97.14,112.22,Kapha
50.44,37.94,94.88,146.07,Pitta
59.97,38.16,95.12,102.16,Kapha
48.43,37.17,92.98,106.6,Pitta
32.54,37.39,98.91,129.47,Kapha
63.49,36.88,90.9,109.15,Pitta
33.32,37.36,92.13,130.69,Pitta
37.62,38.36,94.79,145.45,Pitta
48.98,36.17,92.73,103.26,Pitta
50.38,36.19,98.11,92.16,Kapha
52.05,36.7,96.87,95.64,Kapha
66.62,37.3,90.41,156.62,Pitta
41.66,36.1,96.05,147.56,Kapha
65.86,37.53,97.25,130.19,Pitta
46.19,36.65,90.81,144.1,Pitta
31.29,38.47,92.24,95.52,Pitta
45.5,37.65,98.96,119.12,Kapha
69.27,38.29,95.78,119.42,Kapha
37.0,37.67,90.11,148.61,Pitta
57.18,37.96,99.5,115.78,Kapha
43.09,38.04,91.09,153.56,Pitta
59.09,36.82,97.91,103.41,Kapha
38.64,37.08,97.28,98.03,Kapha
62.72,37.03,96.19,112.62,Kapha
53.59,36.04,90.01,142.37,Pitta
64.62,36.74,90.12,135.65,Pitta
44.67,36.95,97.79,135.16,Kapha
65.96,38.03,95.27,154.48,Pitta
34.03,36.32,90.5,118.19,Pitta
54.31,36.94,91.16,121.2,Pitta
48.21,36.02,92.37,124.58,Pitta
53.54,37.86,91.44,112.22,Pitta
66.0,38.15,99.6,122.83,Kapha
43.76,37.99,94.85,143.65,Pitta
62.36,36.2,90.72,98.87,Pitta
64.06,37.39,97.51,93.53,Kapha
37.38,36.84,95.87,90.2,Kapha
57.77,37.63,92.51,118.53,Pitta
31.65,37.67,97.65,158.18,Pitta
51.96,36.22,98.69,93.06,Kapha
53.11,36.31,95.46,157.31,Kapha
43.53,38.01,96.28,112.25,Kapha
31.48,37.64,95.65,124.47,Kapha
68.35,36.15,97.84,91.28,Kapha
57.26,36.09,93.06,154.43,Pitta
37.4,37.47,93.39,149.27,Pitta
53.66,38.21,90.64,132.29,Pitta
51.97,38.13,99.74,142.27,Pitta
66.69,37.65,93.78,113.54,Pitta
67.8,36.19,98.14,129.94,Kapha
49.58,36.36,93.73,125.35,Pitta
61.78,36.44,94.17,106.86,Kapha
67.25,36.83,95.96,103.18,Kapha
47.9,37.01,93.28,153.53,Pitta
58.57,36.53,91.99,119.85,Pitta
56.06,37.88,96.23,131.42,Pitta
33.09,38.43,99.83,156.29,Pitta
63.86,37.51,90.63,95.77,Pitta
30.72,38.23,99.23,95.14,Kapha
62.09,37.03,96.01,91.79,Kapha
46.13,37.47,99.34,116.03,Kapha
59.76,36.66,95.44,102.7,Kapha
46.34,37.11,90.29,121.28,Pitta
44.73,36.56,99.18,112.25,Kapha
30.2,37.24,90.02,102.96,Pitta
40.85,37.49,98.85,131.4,Kapha
35.6,36.47,93.56,111.27,Pitta
43.09,36.46,98.33,104.25,Kapha
63.92,36.9,97.24,141.65,Kapha
64.38,37.33,94.23,112.09,Kapha
62.38,37.6,91.51,108.24,Pitta
68.33,37.35,95.29,112.83,Kapha
55.2,37.01,98.3,94.81,Kapha
44.36,36.9,97.04,100.51,Kapha
60.22,38.05,96.01,94.47,Kapha
66.42,36.95,92.82,143.41,Pitta
62.26,38.43,96.48,99.76,Kapha
52.04,38.43,91.66,106.27,Pitta
39.88,38.19,96.71,93.18,Kapha
69.12,38.2,92.95,122.5,Pitta
57.12,37.27,98.18,140.44,Kapha
51.16,38.29,91.55,159.44,Pitta
52.42,37.96,99.88,91.89,Kapha
51.04,38.08,98.97,96.45,Kapha
67.38,37.08,93.34,102.97,Pitta
38.81,36.1,94.6,126.58,Vata
32.56,36.37,90.02,94.39,Pitta
51.9,36.6,95.89,120.3,Kapha
44.13,36.86,97.25,103.46,Kapha
39.74,37.17,96.57,127.61,Kapha
66.46,37.59,90.22,121.49,Pitta
52.03,38.45,99.47,133.96,Pitta
44.53,36.75,96.58,105.29,Kapha
56.44,37.12,95.74,157.14,Kapha
49.89,38.32,99.17,127.99,Kapha
59.17,38.28,99.5,110.33,Kapha
50.35,36.67,91.78,127.99,Pitta
41.43,37.38,97.49,103.81,Kapha
64.71,37.45,96.03,145.36,Kapha
45.24,37.58,99.76,144.86,Pitta
59.39,37.57,91.81,132.85,Pitta
60.78,37.81,90.21,90.74,Pitta
56.51,37.25,94.0,158.73,Kapha
35.79,36.12,93.97,153.46,Pitta
37.59,36.97,94.27,126.19,Kapha
42.94,36.99,94.6,100.25,Kapha
51.21,36.67,97.16,132.17,Kapha
35.96,36.31,91.58,111.45,Pitta
41.28,37.28,94.58,137.85,Kapha
45.81,36.35,91.12,127.6,Pitta
38.73,36.47,91.85,120.95,Pitta
66.64,38.17,96.25,159.68,Pitta
33.55,37.04,93.52,103.84,Pitta
31.37,36.16,95.33,151.37,Vata
59.29,37.53,98.19,144.99,Pitta
65.53,36.98,95.41,120.98,Kapha
58.2,36.63,91.53,126.96,Pitta
55.05,37.03,91.87,100.79,Pitta
